-0.015 5.85415e-06
0.015 6.48582e-06
0.045 7.13305e-06
0.075 7.81015e-06
0.105 8.53875e-06
0.135 9.33112e-06
0.165 1.01922e-05
0.195 1.11237e-05
0.225 1.2127e-05
0.255 1.32046e-05
0.285 1.43606e-05
0.315 1.56e-05
0.345 1.69284e-05
0.375 1.83511e-05
0.405 1.98734e-05
0.435 2.15004e-05
0.465 2.32374e-05
0.495 2.50897e-05
0.525 2.7063e-05
0.555 2.91631e-05
0.585 3.13959e-05
0.615 3.37672e-05
0.645 3.62832e-05
0.675 3.89499e-05
0.705 4.17733e-05
0.735 4.47595e-05
0.765 4.79147e-05
0.795 5.12449e-05
0.825 5.4756e-05
0.855 5.84541e-05
0.885 6.23449e-05
0.915 6.64342e-05
0.945 7.07275e-05
0.975 7.52302e-05
1.005 7.99474e-05
1.035 8.48839e-05
1.065 9.00444e-05
1.095 9.54332e-05
1.125 0.000101054
1.155 0.000106911
1.185 0.000113007
1.215 0.000119344
1.245 0.000125926
1.275 0.000132753
1.305 0.000139826
1.335 0.000147148
1.365 0.000154716
1.395 0.000162532
1.425 0.000170592
1.455 0.000178897
1.485 0.000187442
1.515 0.000196225
1.545 0.00020524
1.575 0.000214485
1.605 0.000223951
1.635 0.000233634
1.665 0.000243526
1.695 0.000253618
1.725 0.000263903
1.755 0.000274369
1.785 0.000285007
1.815 0.000295805
1.845 0.000306751
1.875 0.000317833
1.905 0.000329037
1.935 0.000340348
1.965 0.000351752
1.995 0.000363233
2.025 0.000374776
2.055 0.000386362
2.085 0.000397976
2.115 0.000409599
2.145 0.000421214
2.175 0.000432801
2.205 0.000444343
2.235 0.000455819
2.265 0.000467212
2.295 0.000478502
2.325 0.000489669
2.355 0.000500695
2.385 0.000511559
2.415 0.000522244
2.445 0.000532731
2.475 0.000543
2.505 0.000553035
2.535 0.000562817
2.565 0.00057233
2.595 0.000581557
2.625 0.000590483
2.655 0.000599092
2.685 0.000607371
2.715 0.000615305
2.745 0.000622883
2.775 0.000630094
2.805 0.000636926
2.835 0.00064337
2.865 0.000649418
2.895 0.000655063
2.925 0.000660298
2.955 0.000665119
2.985 0.000669523
3.015 0.000673506
3.045 0.000677067
3.075 0.000680207
3.105 0.000682926
3.135 0.000685227
3.165 0.000687113
3.195 0.00068859
3.225 0.000689662
3.255 0.000690338
3.285 0.000690624
3.315 0.00069053
3.345 0.000690067
3.375 0.000689245
3.405 0.000688076
3.435 0.000686573
3.465 0.00068475
3.495 0.00068262
3.525 0.000680199
3.555 0.000677503
3.585 0.000674547
3.615 0.000671348
3.645 0.000667923
3.675 0.00066429
3.705 0.000660465
3.735 0.000656467
3.765 0.000652314
3.795 0.000648023
3.825 0.000643612
3.855 0.000639101
3.885 0.000634504
3.915 0.000629842
3.945 0.00062513
3.975 0.000620387
4.005 0.000615628
4.035 0.000610869
4.065 0.000606128
4.095 0.000601419
4.125 0.000596756
4.155 0.000592154
4.185 0.000587627
4.215 0.000583189
4.245 0.000578849
4.275 0.000574622
4.305 0.000570518
4.335 0.000566548
4.365 0.00056272
4.395 0.000559045
4.425 0.00055553
4.455 0.000552183
4.485 0.000549011
4.515 0.00054602
4.545 0.000543217
4.575 0.000540604
4.605 0.000538188
4.635 0.000535971
4.665 0.000533957
4.695 0.000532148
4.725 0.000530546
4.755 0.000529152
4.785 0.000527967
4.815 0.000526991
4.845 0.000526225
4.875 0.000525667
4.905 0.000525317
4.935 0.000525174
4.965 0.000525235
4.995 0.000525498
5.025 0.000525962
5.055 0.000526624
5.085 0.000527481
5.115 0.000528529
5.145 0.000529767
5.175 0.00053119
5.205 0.000532795
5.235 0.000534578
5.265 0.000536536
5.295 0.000538664
5.325 0.00054096
5.355 0.00054342
5.385 0.000546038
5.415 0.000548813
5.445 0.00055174
5.475 0.000554814
5.505 0.000558034
5.535 0.000561394
5.565 0.000564892
5.595 0.000568524
5.625 0.000572286
5.655 0.000576176
5.685 0.00058019
5.715 0.000584325
5.745 0.000588578
5.775 0.000592948
